imgSrc,latLong,address,addressZipcode,propertyStatusCd,price,latitude,longitude,unique_features,apartment_features,rating_value,rating_category,grocery_rank,restaurant_rank,street,safety,safety,
https://photos.zillowstatic.com/fp/a3f9fdbd8621eeb56367bf2fc90d9fff-p_e.jpg,"{'latitude': 40.456383, 'longitude': -79.917816}",6454 Living Pl,15206,Apartment,"$1,825+/0 bed(s);$2,080+/1 bed(s);$2,495+/2 bed(s)",40.456383,-79.917816,[''],[''],0,NA,8,8,Living Pl,safe,1,4.25
https://photos.zillowstatic.com/fp/8c961985d32942665c983346b0391119-p_e.jpg,"{'latitude': 40.455666, 'longitude': -79.937836}",515 S Aiken Ave,15232,Apartment,"$1,090+/0 bed(s);$1,400+/1 bed(s)",40.455666,-79.937836,"['ALL Utilities Included!', 'Fully Equipped Kitchens', 'Short Term Leasing Available', 'Two passenger and one freight elevator', 'PITT-CMU-UPMC Area', 'Other', 'Loading Zone', 'Short Term Leasing', 'Nonsmoking Building']","['Dishwasher', 'Air Conditioning', 'High Speed Internet Access', 'Walk-In Closets', 'Disposal', 'Refrigerator', 'Laundry Facilities', 'Tub/Shower', 'Gated', 'Hardwood Floors', 'Package Service', 'Elevator']",4.9,Great,3,5,Aiken Ave,safe,1,3.475
https://photos.zillowstatic.com/fp/e46e5a6e300d71b9fd8cc04a9ee2c08d-p_e.jpg,"{'latitude': 40.45307, 'longitude': -79.94106}",401 Amberson Ave,15232,Apartment,"$2,070+/1 bed(s);$3,015+/2 bed(s)",40.45307,-79.94106,"['High Ceilings with Large Windows', 'Window Coverings', 'Refrigerator', 'Air Conditioner', 'Microwave', 'Disposal', 'Extra Storage', 'USB Ports', 'Ample Closet Space with Custom Shelving', 'High Ceilings', 'Large Closets', 'Historic Building', 'Central Air Conditioning', 'Smoke Free Community', 'Cable Ready']","['Planned Social Activities', 'Grill', 'Dry Cleaning Service', 'Controlled Access', 'Property Manager on Site', '24 Hour Access', 'Air Conditioning', 'High Speed Internet Access', 'Bicycle Storage', 'Fitness Center', 'Loft Layout', 'Walk To Campus', 'Elevator', 'Walk-In Closets', 'Public Transportation', 'Granite Countertops', 'Online Services', 'Dishwasher', 'Storage Space', 'Recycling', 'Courtyard', 'Hardwood Floors', 'Washer/Dryer', 'Maintenance on site', 'Package Service']",4.9,Great,6,1,Amberson Ave,,0.75,3.1625
https://photos.zillowstatic.com/fp/afa49df19375c74aa60cdd998c58bef1-p_e.jpg,"{'latitude': 40.457024, 'longitude': -79.93345}",5700 Centre Ave,15206,Apartment,"$1,125+/1 bed(s);$1,700+/2 bed(s)",40.457024,-79.93345,[''],[''],0,NA,1,7,Centre Ave,safe,1,2.25
https://photos.zillowstatic.com/fp/3cfe0ae98d8bce667626cba757a34861-p_e.jpg,"{'latitude': 40.454597, 'longitude': -79.93099}",5733 Holden St,15232,Apartment,"$1,685+/2 bed(s);$2,390+/3 bed(s)",40.454597,-79.93099,[''],[''],0,NA,4,4,Holden St,safe,1,2.25
https://photos.zillowstatic.com/fp/f4727969cc395d82270b8f7fe0472856-p_e.jpg,"{'latitude': 40.455006, 'longitude': -79.93241}",587 S Negley Ave,15232,Apartment,"$895+/0 bed(s);$1,150+/1 bed(s)",40.455006,-79.93241,[''],[''],0,NA,2,6,Negley Ave,safe,1,2.25
https://photos.zillowstatic.com/fp/c28360b7c0fd9ed7c155cf84d65e0f34-p_e.jpg,"{'latitude': 40.452778, 'longitude': -79.947716}",Centre Towers,15213,Apartment,"$1,135/mo",40.452778,-79.947716,[''],[''],0,NA,7,2,,unsafe,0,2.25
https://photos.zillowstatic.com/fp/273a50f8c8bc81b0078dcd86eb59e196-p_e.jpg,"{'latitude': 40.452457, 'longitude': -79.93478}",Bellefonte Street Apartments,15232,Apartment,"$1,710/mo",40.452457,-79.93478,[''],[''],0,NA,5,3,,unsafe,0,2
