imgSrc,latLong,address,buildingName,addressZipcode,propertyStatusCd,price,latitude,longitude,unique_features,apartment_features,rating_value,rating_category,grocery_rank,restaurant_rank,street,safety,Total Score
https://photos.zillowstatic.com/fp/8c961985d32942665c983346b0391119-p_e.jpg,"{'latitude': 40.455666, 'longitude': -79.937836}",515 S Aiken Ave,Arlington Apartments,15232,Apartment,"$1,090+/0 bed(s);$1,400+/1 bed(s)",40.455666,-79.937836,"['Loading Zone', 'Two passenger and one freight elevator', 'PITT-CMU-UPMC Area', 'ALL Utilities Included!', 'Short Term Leasing', 'Short Term Leasing Available', 'Nonsmoking Building', 'Fully Equipped Kitchens', 'Other']","['Air Conditioning', 'Package Service', 'Tub/Shower', 'Dishwasher', 'Laundry Facilities', 'Walk-In Closets', 'Disposal', 'High Speed Internet Access', 'Hardwood Floors', 'Elevator', 'Gated', 'Refrigerator']",4.9,Great,2,2,Aiken Ave,safe,2.475
https://photos.zillowstatic.com/fp/afa49df19375c74aa60cdd998c58bef1-p_e.jpg,"{'latitude': 40.457024, 'longitude': -79.93345}",5700 Centre Ave,Kennilworth Apartments,15206,Apartment,"$1,125+/1 bed(s);$1,700+/2 bed(s)",40.457024,-79.93345,[''],[''],0,NA,1,3,Centre Ave,safe,1.25
https://photos.zillowstatic.com/fp/e46e5a6e300d71b9fd8cc04a9ee2c08d-p_e.jpg,"{'latitude': 40.45307, 'longitude': -79.94106}",401 Amberson Ave,Shadyside Commons,15232,Apartment,"$2,070+/1 bed(s);$3,015+/2 bed(s)",40.45307,-79.94106,"['Ample Closet Space with Custom Shelving', 'USB Ports', 'Microwave', 'Window Coverings', 'Smoke Free Community', 'Central Air Conditioning', 'Large Closets', 'High Ceilings', 'Extra Storage', 'Disposal', 'High Ceilings with Large Windows', 'Historic Building', 'Air Conditioner', 'Refrigerator', 'Cable Ready']","['Dishwasher', 'Walk-In Closets', 'Property Manager on Site', 'Washer/Dryer', 'Grill', 'Hardwood Floors', 'Planned Social Activities', '24 Hour Access', 'Air Conditioning', 'Walk To Campus', 'Elevator', 'Storage Space', 'Package Service', 'Courtyard', 'Public Transportation', 'Online Services', 'High Speed Internet Access', 'Granite Countertops', 'Fitness Center', 'Bicycle Storage', 'Recycling', 'Dry Cleaning Service', 'Maintenance on site', 'Controlled Access', 'Loft Layout']",4.9,Great,3,1,Amberson Ave,safe,
https://photos.zillowstatic.com/fp/f4727969cc395d82270b8f7fe0472856-p_e.jpg,,587 S Negley Ave,Thames Manor Apartments,15232,Apartment,"$895+/0 bed(s);$1,150+/1 bed(s)",40.455006,-79.93241,[''],[''],0,Great,2,2,Negley Ave,safe,
