OBJECTID,CALL_TYPE_FINAL,LOCATION,CURR_DGROUP,callCreatedDateTime,NEIGHBORHOOD,MAP_PAGE,x,y
1055,Theft,ROLL ST & WILBUR ST,3,2023-08-27T02:36:00,KNOXVILLE,3001,-79.99236337,40.40755222
1056,Vehicle Theft,2800 BLK OF BROWNSVILLE RD,3,2023-08-27T01:40:00,CARRICK,2904,-79.97752924,40.38344202
1057,Aggravated Assault,BRIGHTON RD & PALEN WAY,1,2023-08-27T01:18:00,CALIFORNIA-KIRKBRIDE,2507,-80.016059,40.456952
1058,Theft,5600 BLK OF CENTRE AVE,4,2023-08-27T00:02:00,SHADYSIDE,709,-79.93436528,40.45660544
1059,Theft,6200 BLK OF PENN AVE,5,2023-08-26T23:10:00,EAST LIBERTY,1115,-79.92191009,40.46085426
1060,Theft,4600 BLK OF BAYARD ST,4,2023-08-26T21:55:00,NORTH OAKLAND,5620,-79.95017474,40.45014283
1061,Theft,400 BLK OF SMITHFIELD ST,2,2023-08-26T21:04:00,CENTRAL BUSINESS DISTRICT,201,-79.998691,40.439626
1062,Theft from Vehicle,2000 BLK OF BROWNSVILLE RD,3,2023-08-26T21:02:00,CARRICK,2901,-79.9868215,40.39480065
1063,Theft,600 BLK OF PRESSLEY ST,1,2023-08-26T20:20:00,EAST ALLEGHENY,5632,-79.99849756,40.45169975
1064,Theft,1000 BLK OF SPRING GARDEN AVE,1,2023-08-26T20:04:00,SPRING GARDEN,2412,-79.99388746,40.45924523
1065,Burglary,1000 BLK OF SPRING GARDEN AVE,1,2023-08-26T20:04:00,SPRING GARDEN,2412,-79.99388746,40.45924523
1066,Theft from Vehicle,1200 BLK OF ROUND TOP ST,6,2023-08-26T20:01:00,CRAFTON HEIGHTS,2815,-80.05613561,40.44156124
1067,Robbery,2200 BLK OF BEDFORD AVE,2,2023-08-26T19:13:00,BEDFORD DWELLINGS,509,-79.97876635,40.44817874
1068,Theft,VILLAGE RD & BROADHEAD FORDING RD,6,2023-08-26T18:20:00,FAIRYWOOD,5630,-80.08061437,40.44982011
1069,Theft,5600 BLK OF CENTRE AVE,4,2023-08-26T17:27:00,SHADYSIDE,709,-79.93436528,40.45660544
1070,Theft from Vehicle,ROBINSON ST & WADSWORTH ST,4,2023-08-26T16:52:00,WEST OAKLAND,510,-79.96606294,40.44337717
1071,Vehicle Theft,6600 BLK OF WILKINS AVE,4,2023-08-26T16:42:00,SQUIRREL HILL NORTH,1403,-79.91463887,40.44555807
1072,Theft from Vehicle,1000 BLK OF MOYER ST,6,2023-08-26T15:51:00,SHERADEN,2022,-80.06404615,40.45800558
1073,Theft,6600 BLK OF ROWAN ST,5,2023-08-26T15:26:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90327533,40.46477929
1074,Theft from Vehicle,2900 BLK OF VILLAGE RD,6,2023-08-26T15:12:00,FAIRYWOOD,5630,-80.07732348,40.44903796
1075,Theft from Vehicle,100 BLK OF WALTER ST,3,2023-08-26T14:05:00,ALLENTOWN,1803,-79.99455924,40.42088729
1076,Theft,4700 BLK OF CENTRE AVE,5,2023-08-26T14:00:00,BLOOMFIELD,804,-79.94909187,40.45343099
1077,Theft from Vehicle,6200 BLK OF STATION ST,5,2023-08-26T13:39:00,EAST LIBERTY,1115,-79.92066886,40.4628328
1078,Vehicle Theft,3300 BLK OF FRANCISCO ST,6,2023-08-26T13:39:00,SHERADEN,2022,-80.0613007,40.456955
1079,Theft from Vehicle,EDGERTON AVE & GETTYSBURG ST,4,2023-08-26T13:25:00,POINT BREEZE,1404,-79.91544747,40.44972673
1080,Theft,2400 BLK OF E CARSON ST,3,2023-08-26T13:20:00,SOUTH SIDE FLATS,1609,-79.9708162,40.42851563
1081,Theft,2000 BLK OF WHARTON ST,3,2023-08-26T13:13:00,SOUTH SIDE FLATS,1702,-79.97660708,40.43113193
1082,Homicide,1600 BLK OF WESTMORELAND ST,5,2023-08-26T13:10:00,LINCOLN-LEMINGTON-BELMAR,1202,-79.892637,40.469266
1083,Vehicle Theft,3100 BLK OF BERGMAN ST,6,2023-08-26T13:08:00,SHERADEN,5625,-80.05486725,40.45688576
1084,Vehicle Theft,1600 BLK OF CLAIRTONIC ST,6,2023-08-26T12:30:00,CRAFTON HEIGHTS,2815,-80.05893,40.440679
1085,Theft from Vehicle,6600 BLK OF REYNOLDS ST,4,2023-08-26T11:58:00,POINT BREEZE,1404,-79.91476789,40.45283756
1086,Theft from Vehicle,200 BLK OF JUCUNDA ST,3,2023-08-26T11:50:00,KNOXVILLE,3001,-79.99104891,40.41718259
1087,Theft from Vehicle,GETTYSBURG ST & FENNIMORE ST,4,2023-08-26T11:42:00,POINT BREEZE,1404,-79.91754575,40.44746603
1088,Theft from Vehicle,500 BLK OF GETTYSBURG ST,4,2023-08-26T11:32:00,POINT BREEZE,1404,-79.91571487,40.44911626
1089,Robbery,1600 BLK OF 5TH AVE,2,2023-08-26T11:25:00,BLUFF,103,-79.98386147,40.4382564
1090,Theft from Vehicle,3200 BLK OF LANDIS ST,6,2023-08-26T08:35:00,SHERADEN,5625,-80.05666481,40.45758416
1091,Theft,2000 BLK OF WHARTON ST,3,2023-08-26T07:36:00,SOUTH SIDE FLATS,1702,-79.97660708,40.43113193
1092,Theft from Vehicle,300 BLK OF NORTH SHORE DR,1,2023-08-26T07:14:00,NORTH SHORE,9812,-80.0091439,40.44664796
1093,Aggravated Assault,200 BLK OF S HIGHLAND AVE,4,2023-08-26T05:11:00,SHADYSIDE,708,-79.92479891,40.45839049
1094,Theft,500 BLK OF CRAWFORD ST,2,2023-08-26T04:35:00,CRAWFORD-ROBERTS,305,-79.98671,40.442141
1095,Theft,2800 BLK OF S WATER ST,5,2023-08-26T03:30:00,LARIMER,1204,-79.910424,40.467822
1096,Aggravated Assault,SMITHFIELD ST & STRAWBERRY WAY,2,2023-08-26T01:40:00,CENTRAL BUSINESS DISTRICT,201,-79.99728593,40.44214335
1097,Theft,500 BLK OF MC MASTERS WAY,2,2023-08-26T00:45:00,CENTRAL BUSINESS DISTRICT,201,-80.001823,40.44091
1098,Theft,500 BLK OF SUISMON ST,1,2023-08-26T00:29:00,EAST ALLEGHENY,5632,-79.99976381,40.45517831
1099,Vehicle Theft,2100 BLK OF SMALLMAN ST,2,2023-08-25T22:27:00,STRIP DISTRICT,203,-79.98430433,40.45236192
1100,Theft,6400 BLK OF STATION ST,5,2023-08-25T22:20:00,EAST LIBERTY,1115,-79.919071,40.46113
1101,Vehicle Theft,1700 BLK OF WEST LIBERTY AVE,6,2023-08-25T22:16:00,BEECHVIEW,1916,-80.01788583,40.40877147
1102,Burglary,400 BLK OF GORGAS ST,3,2023-08-25T21:45:00,MT. OLIVER,5617,-79.9813189,40.4114618
1103,Theft,500 BLK OF BOULEVARD OF THE ALLIES ALY,2,2023-08-25T21:00:00,CENTRAL BUSINESS DISTRICT,201,-79.999111,40.43752
1104,Theft,6000 BLK OF PENN AVE,5,2023-08-25T20:33:00,EAST LIBERTY,1115,-79.92364253,40.46138102
1105,Theft,N CHARLES ST & WILSON AVE,1,2023-08-25T20:30:00,PERRY SOUTH,2614,-80.01457713,40.46919676
1106,Theft,5600 BLK OF BAUM BLVD,5,2023-08-25T20:25:00,FRIENDSHIP,807,-79.93440674,40.45860692
1107,Robbery,3100 BLK OF ASHLYN ST,6,2023-08-25T20:02:00,SHERADEN,5625,-80.05710146,40.45687661
1108,Burglary,3100 BLK OF ASHLYN ST,6,2023-08-25T20:02:00,SHERADEN,5625,-80.05710146,40.45687661
1109,Theft,200 BLK OF N CRAIG ST,4,2023-08-25T19:15:00,NORTH OAKLAND,404,-79.95051379,40.44896719
1110,Theft,100 BLK OF E CARSON ST,3,2023-08-25T18:48:00,SOUTH SHORE,9807,-80.0010724,40.43100879
1111,Aggravated Assault,5TH AVE & OAKLAND AVE,4,2023-08-25T17:14:00,CENTRAL OAKLAND,402,-79.95785388,40.4422108
1112,Theft,700 BLK OF 2ND AVE,2,2023-08-25T16:24:00,BLUFF,103,-79.99439768,40.43526818
1113,Burglary,2100 BLK OF WENKE ST,3,2023-08-25T16:03:00,ARLINGTON,5616,-79.97719195,40.41467999
1114,Theft,2100 BLK OF WENKE ST,3,2023-08-25T16:03:00,ARLINGTON,5616,-79.97719195,40.41467999
1115,Theft,5900 BLK OF FORBES AVE,4,2023-08-25T16:00:00,SQUIRREL HILL SOUTH,1408,-79.92101734,40.43780936
1116,Theft,100 BLK OF ADDISON PL,2,2023-08-25T15:19:00,TERRACE VILLAGE,511,-79.97682769,40.44191281
1117,Theft,400 BLK OF N HIGHLAND AVE,5,2023-08-25T14:55:00,EAST LIBERTY,1115,-79.92217164,40.46515781
1118,Theft,6500 BLK OF CLIFFORD ST,5,2023-08-25T14:12:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90360708,40.46866089
1119,Burglary,300 BLK OF S HIGHLAND AVE,4,2023-08-25T14:10:00,SHADYSIDE,705,-79.92533783,40.45744682
1120,Theft from Vehicle,500 BLK OF W PROSPECT AVE,6,2023-08-25T14:00:00,FAIRYWOOD,5630,-80.08123614,40.44760806
1121,Vehicle Theft,3200 BLK OF UNIVERSAL ST,6,2023-08-25T13:49:00,SHERADEN,2022,-80.06257135,40.45512743
1122,Theft,3600 BLK OF ALLENDALE CIR,6,2023-08-25T13:30:00,SHERADEN,5625,-80.06473477,40.45989691
1123,Theft,5500 BLK OF RALEIGH ST,4,2023-08-25T13:00:00,SQUIRREL HILL SOUTH,1413,-79.9289707,40.43499516
1124,Theft from Vehicle,3400 BLK OF FRANCISCO ST,6,2023-08-25T12:00:00,SHERADEN,2022,-80.06253568,40.45812368
1125,Burglary,2000 BLK OF PERRYSVILLE AVE,1,2023-08-25T11:10:00,PERRY SOUTH,2614,-80.01334897,40.4629849
1126,Theft,2000 BLK OF PERRYSVILLE AVE,1,2023-08-25T11:10:00,PERRY SOUTH,2614,-80.01334897,40.4629849
1127,Theft,5300 BLK OF ROSETTA ST,5,2023-08-25T09:40:00,GARFIELD,1017,-79.93723545,40.46744112
1128,Robbery,8100 BLK OF CONEMAUGH ST,5,2023-08-25T05:47:00,EAST HILLS,1306,-79.88210372,40.45480499
1129,Theft,200 BLK OF N CRAIG ST,4,2023-08-25T03:15:00,NORTH OAKLAND,404,-79.9510405,40.44933526
1130,Vehicle Theft,400 BLK OF BROOKLINE BLVD,6,2023-08-25T02:07:00,BROOKLINE,1919,-80.02492842,40.39565573
1131,Aggravated Assault,100 BLK OF S 22ND ST,3,2023-08-25T00:40:00,SOUTH SIDE FLATS,1609,-79.97433857,40.42912908
1132,Theft,400 BLK OF 40TH ST,5,2023-08-24T23:28:00,BLOOMFIELD,903,-79.95746819,40.46397654
1133,Theft,1100 BLK OF LINCOLN AVE,5,2023-08-24T22:13:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90087319,40.46444194
1134,Robbery,200 BLK OF 4TH AVE,2,2023-08-24T20:55:00,CENTRAL BUSINESS DISTRICT,201,-80.002562,40.440694
1135,Theft,6200 BLK OF PENN AVE,5,2023-08-24T20:05:00,EAST LIBERTY,1115,-79.92191009,40.46085426
1136,Vehicle Theft,4000 BLK OF S 5TH ST,5,2023-08-24T19:10:00,HIGHLAND PARK,1106,-79.909188,40.474201
1137,Theft,4300 BLK OF BRISTOL ST,4,2023-08-24T17:23:00,HAZELWOOD,5629,-79.94550139,40.42021684
1138,Burglary,300 BLK OF E OHIO ST,1,2023-08-24T17:21:00,ALLEGHENY CENTER,5627,-80.00260442,40.45163049
1139,Theft from Vehicle,1400 BLK OF KENBERMA AVE,6,2023-08-24T17:06:00,BEECHVIEW,1916,-80.02217446,40.41263169
1140,Theft,400 BLK OF LAMARIDO ST,6,2023-08-24T16:40:00,BROOKLINE,1917,-80.01584923,40.40044133
1141,Theft from Vehicle,4200 BLK OF MILGATE ST,5,2023-08-24T16:15:00,BLOOMFIELD,903,-79.95352426,40.46530307
1142,Burglary,<100 BLK OF MARKET ST,2,2023-08-24T16:00:00,CENTRAL BUSINESS DISTRICT,201,-80.00439849,40.43820079
1143,Theft,4300 BLK OF WINTERBURN AVE,4,2023-08-24T13:45:00,GREENFIELD,1516,-79.94008288,40.42060498
1144,Homicide,4800 BLK OF BROAD ST,5,2023-08-24T13:00:00,GARFIELD,1017,-79.94539041,40.46702954
1145,Theft from Vehicle,200 BLK OF FEDERAL ST,1,2023-08-24T12:58:00,NORTH SHORE,5632,-80.00420481,40.44877683
1146,Theft from Vehicle,3400 BLK OF BUTLER ST,2,2023-08-24T12:45:00,LOWER LAWRENCEVILLE,603,-79.96740321,40.46284128
1147,Theft,400 BLK OF LAMARIDO ST,6,2023-08-24T12:37:00,BROOKLINE,1917,-80.01584923,40.40044133
1148,Burglary,7800 BLK OF HAMILTON AVE,5,2023-08-24T12:09:00,HOMEWOOD SOUTH,1304,-79.88625924,40.45232739
1149,Theft,600 BLK OF MARYLAND AVE,4,2023-08-24T11:50:00,SHADYSIDE,705,-79.93048573,40.45576516
1150,Robbery,MALDEN WAY & LECKY AVE,1,2023-08-24T11:40:00,MARSHALL-SHADELAND,2715,-80.035802,40.473003
1151,Theft,900 BLK OF E CARSON ST,3,2023-08-24T11:00:00,SOUTH SIDE FLATS,1702,-79.98900111,40.42898458
1152,Theft,900 BLK OF E CARSON ST,3,2023-08-24T10:25:00,SOUTH SIDE FLATS,1702,-79.98900111,40.42898458
1153,Aggravated Assault,600 BLK OF BERWIN AVE,6,2023-08-24T04:35:00,BROOKLINE,1919,-80.01936279,40.39768848
1154,Shooting (Non Fatal),400 BLK OF LAMAR ST,1,2023-08-24T04:09:00,SPRING HILL-CITY VIEW,2620,-79.999488,40.474209
1155,Theft,FEDERAL ST & PARKHURST ST,1,2023-08-24T02:05:00,CENTRAL NORTHSIDE,2206,-80.00701402,40.45662298
1156,Theft,4300 BLK OF MURRAY AVE,4,2023-08-24T01:15:00,GREENFIELD,1517,-79.92942319,40.42225286
1157,Theft from Vehicle,400 BLK OF S PACIFIC AVE,5,2023-08-24T01:01:00,BLOOMFIELD,806,-79.94090794,40.46001315
1158,Theft,3100 BLK OF LIBERTY AVE,2,2023-08-23T23:20:00,POLISH HILL,605,-79.9707034,40.45877886
1159,Theft,6000 BLK OF CENTRE AVE,4,2023-08-23T22:31:00,SHADYSIDE,705,-79.9265974,40.45919142
1160,Theft,2000 BLK OF WHARTON ST,3,2023-08-23T21:45:00,SOUTH SIDE FLATS,1702,-79.97660708,40.43113193
1161,Theft,3700 BLK OF FORBES AVE,4,2023-08-23T21:35:00,CENTRAL OAKLAND,405,-79.95753079,40.44136521
1162,Burglary,5400 BLK OF KINCAID ST,5,2023-08-23T20:16:00,GARFIELD,1114,-79.93538171,40.46611974
1163,Theft,5400 BLK OF KINCAID ST,5,2023-08-23T20:16:00,GARFIELD,1114,-79.93538171,40.46611974
1164,Theft,2800 BLK OF HOMEHURST AVE,3,2023-08-23T19:35:00,OVERBROOK,3207,-80.00303926,40.37539934
1165,Theft,1700 BLK OF NOBLESTOWN RD,6,2023-08-23T19:30:00,CRAFTON HEIGHTS,2815,-80.05298696,40.43799337
1166,Theft,300 BLK OF LAUREL AVE,4,2023-08-23T18:10:00,SHADYSIDE,709,-79.9365,40.453414
1167,Theft from Vehicle,RIVERFRONT PARK & BIRMINGHAM BRIDGE,3,2023-08-23T17:43:00,SOUTH SIDE FLATS,1609,-79.973667,40.43086
1168,Theft,2600 BLK OF E CARSON ST,3,2023-08-23T17:04:00,SOUTH SIDE FLATS,1609,-79.96745139,40.42693658
1169,Theft,4600 BLK OF CENTRE AVE,4,2023-08-23T16:34:00,NORTH OAKLAND,5620,-79.95033347,40.45250707
1170,Theft from Vehicle,2000 BLK OF BROWNSVILLE RD,3,2023-08-23T16:00:00,CARRICK,2901,-79.9868215,40.39480065
1171,Theft from Vehicle,OAKMONT ST & NORWALK ST,6,2023-08-23T15:13:00,CRAFTON HEIGHTS,2815,-80.05397732,40.44059517
1172,Theft from Vehicle,300 BLK OF ROUP AVE,5,2023-08-23T14:00:00,FRIENDSHIP,807,-79.93495575,40.4608289
1173,Theft,7100 BLK OF HAMILTON AVE,5,2023-08-23T12:55:00,HOMEWOOD SOUTH,1303,-79.89881634,40.45518771
1174,Theft,400 BLK OF N AIKEN AVE,5,2023-08-23T12:09:00,GARFIELD,1016,-79.934733,40.467887
1175,Theft from Vehicle,7600 BLK OF FORBES AVE,4,2023-08-23T03:22:00,REGENT SQUARE,1410,-79.89725992,40.43959575
1176,Theft from Vehicle,2400 BLK OF MAPLE AVE,1,2023-08-23T03:21:00,PERRY SOUTH,2614,-80.00868951,40.46826877
1177,Theft from Vehicle,600 BLK OF COLLEGE AVE,4,2023-08-23T03:00:00,SHADYSIDE,705,-79.92897428,40.45610119
1178,Theft from Vehicle,2400 BLK OF BURHAM ST,3,2023-08-23T02:38:00,SOUTH SIDE SLOPES,1608,-79.97232343,40.42121393
1179,Theft,2100 BLK OF BROWNSVILLE RD,3,2023-08-23T01:33:00,CARRICK,2902,-79.98610586,40.39254942
1180,Theft,700 BLK OF COLLEGE AVE,4,2023-08-23T01:30:00,SHADYSIDE,705,-79.92751006,40.45461611
1181,Theft,600 BLK OF WILLIAM PENN PL,2,2023-08-23T01:30:00,CENTRAL BUSINESS DISTRICT,201,-79.99743381,40.44094258
1182,Theft,4200 BLK OF MAIN ST,5,2023-08-23T01:15:00,BLOOMFIELD,903,-79.95412141,40.46472027
1183,Theft,200 BLK OF ROTHMAN ST,3,2023-08-23T00:52:00,ARLINGTON,5616,-79.97293143,40.41555644
1184,Theft,1000 BLK OF FREEPORT RD,5,2023-08-22T23:00:00,LINCOLN-LEMINGTON-BELMAR,9800,-79.89155516,40.4887933
1185,Theft,100 BLK OF BAUSMAN ST,3,2023-08-22T22:53:00,KNOXVILLE,3001,-79.98938457,40.41454421
1186,Arson,2200 BLK OF SAW MILL RUN BLVD,3,2023-08-22T22:00:00,OVERBROOK,3204,-79.99659177,40.3886344
1187,Theft,2000 BLK OF WHARTON ST,3,2023-08-22T21:45:00,SOUTH SIDE FLATS,1702,-79.97660708,40.43113193
1188,Theft,2000 BLK OF WHARTON ST,3,2023-08-22T21:45:00,SOUTH SIDE FLATS,1702,-79.97660708,40.43113193
1189,Vehicle Theft,2900 BLK OF SHERADEN BLVD,6,2023-08-22T21:14:00,SHERADEN,5625,-80.05384398,40.45455427
1190,Vehicle Theft,1300 BLK OF KENBERMA AVE,6,2023-08-22T20:47:00,BEECHVIEW,1916,-80.0217987,40.41319733
1191,Theft,4900 BLK OF ROSETTA ST,5,2023-08-22T18:59:00,GARFIELD,1017,-79.94385227,40.46812164
1192,Theft,200 BLK OF ATWOOD ST,4,2023-08-22T18:14:00,CENTRAL OAKLAND,405,-79.95701397,40.44073693
1193,Theft,1300 BLK OF CENTRE AVE,2,2023-08-22T17:40:00,CENTRAL BUSINESS DISTRICT,201,-79.98797773,40.44008538
1194,Robbery,7TH ST & LIBERTY AVE,2,2023-08-22T16:00:00,CENTRAL BUSINESS DISTRICT,201,-79.999889,40.44243765
1195,Burglary,200 BLK OF PARKFIELD ST,3,2023-08-22T15:15:00,CARRICK,2901,-79.99117136,40.39366326
1196,Theft,500 BLK OF WILLIAM PENN PL,2,2023-08-22T14:45:00,CENTRAL BUSINESS DISTRICT,201,-79.9977367,40.44019365
1197,Theft,3800 BLK OF BATES ST,4,2023-08-22T14:39:00,CENTRAL OAKLAND,406,-79.95242461,40.43942686
1198,Theft,400 BLK OF BINGHAM ST,3,2023-08-22T14:02:00,SOUTH SIDE FLATS,1702,-79.995106,40.430289
1199,Theft from Vehicle,1200 BLK OF FEDERAL ST,1,2023-08-22T13:38:00,CENTRAL NORTHSIDE,2206,-80.00720467,40.45647975
1200,Theft,2200 BLK OF E CARSON ST,3,2023-08-22T13:00:00,SOUTH SIDE FLATS,1609,-79.97423722,40.42871852
1201,Theft from Vehicle,100 BLK OF S 19TH ST,3,2023-08-22T13:00:00,SOUTH SIDE FLATS,1702,-79.97884412,40.42946242
1202,Vehicle Theft,3900 BLK OF BRIGHTON RD,1,2023-08-22T12:32:00,BRIGHTON HEIGHTS,2701,-80.03952428,40.48716745
1203,Theft,1400 BLK OF METHYL ST,6,2023-08-22T09:00:00,BEECHVIEW,1916,-80.02597929,40.41306148
1204,Vehicle Theft,300 BLK OF AINSWORTH ST,6,2023-08-22T04:31:00,ELLIOTT,5626,-80.03896298,40.44385007
1205,Aggravated Assault,1100 BLK OF WOODBINE ST,5,2023-08-22T04:22:00,STANTON HEIGHTS,1005,-79.9415126,40.47896563
1206,Burglary,1100 BLK OF WOODBINE ST,5,2023-08-22T04:22:00,STANTON HEIGHTS,1005,-79.9415126,40.47896563
1207,Theft,2700 BLK OF CENTRE AVE,2,2023-08-22T04:11:00,TERRACE VILLAGE,510,-79.96702454,40.44713456
1208,Theft,200 BLK OF ATWOOD ST,4,2023-08-22T02:30:00,CENTRAL OAKLAND,405,-79.95704672,40.44091562
1209,Theft,6700 BLK OF FRANKSTOWN AVE,5,2023-08-22T01:09:00,HOMEWOOD WEST,1207,-79.907563,40.45883046
1210,Theft,3200 BLK OF BRIGHTON RD,1,2023-08-22T01:05:00,MARSHALL-SHADELAND,2715,-80.030789,40.475829
1211,Theft,5600 BLK OF CENTRE AVE,4,2023-08-21T22:34:00,SHADYSIDE,709,-79.93436528,40.45660544
1212,Theft,2000 BLK OF WHARTON ST,3,2023-08-21T21:51:00,SOUTH SIDE FLATS,1702,-79.97774882,40.43142724
1213,Theft,1400 BLK OF WASHINGTON BLVD,5,2023-08-21T21:00:00,HIGHLAND PARK,9801,-79.90918801,40.47420107
1214,Theft,5300 BLK OF GERTRUDE ST,4,2023-08-21T18:52:00,HAZELWOOD,5623,-79.94171517,40.4046132
1215,Theft,800 BLK OF MT PLEASANT RD,1,2023-08-21T18:00:00,NORTHVIEW HEIGHTS,2609,-79.99975505,40.47520717
1216,Theft,200 BLK OF 5TH AVE,2,2023-08-21T16:15:00,CENTRAL BUSINESS DISTRICT,201,-80.00101805,40.44079126
1217,Burglary,<100 BLK OF EDITH PL,4,2023-08-21T16:00:00,SOUTH OAKLAND,409,-79.95447711,40.43298549
1218,Theft from Vehicle,BAILEY AVE & BELTZHOOVER AVE,3,2023-08-21T13:49:00,ALLENTOWN,1807,-79.99754835,40.42599173
1219,Theft,600 BLK OF SMITHFIELD ST,2,2023-08-21T13:15:00,CENTRAL BUSINESS DISTRICT,201,-79.99794346,40.44197665
1220,Theft from Vehicle,1900 BLK OF MT JOSEPH ST,3,2023-08-21T12:58:00,CARRICK,2901,-79.989347,40.395206
1221,Theft from Vehicle,1700 BLK OF SUBURBAN AVE,6,2023-08-21T12:27:00,BEECHVIEW,1916,-80.02034852,40.41036981
1222,Theft from Vehicle,800 BLK OF E WARRINGTON AVE,3,2023-08-21T10:30:00,ALLENTOWN,1803,-79.9934665,40.42217005
1223,Theft,300 BLK OF TRAYMORE AVE,6,2023-08-21T07:22:00,BEECHVIEW,1916,-80.01590879,40.41229456
1224,Shooting (Non Fatal),6600 BLK OF HEDGE ST,5,2023-08-21T05:21:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90091983,40.46654833
1225,Theft,6000 BLK OF CENTRE AVE,4,2023-08-21T03:11:00,SHADYSIDE,705,-79.9265974,40.45919142
1226,Burglary,300 BLK OF BAUSMAN ST,3,2023-08-21T01:01:00,KNOXVILLE,3001,-79.99319882,40.41412669
1227,Burglary,5800 BLK OF ALDER ST,4,2023-08-21T00:30:00,SHADYSIDE,705,-79.92969322,40.45598141
1228,Burglary,2900 BLK OF STAFFORD ST,6,2023-08-20T23:47:00,SHERADEN,5625,-80.05003025,40.45651036
1229,Theft,500 BLK OF 56TH ST,2,2023-08-20T23:19:00,UPPER LAWRENCEVILLE,1011,-79.94861617,40.48322108
1230,Theft,700 BLK OF 2ND AVE,2,2023-08-20T22:13:00,BLUFF,103,-79.99439768,40.43526818
1231,Theft,2300 BLK OF OSGOOD ST,1,2023-08-20T21:54:00,PERRY SOUTH,2614,-80.00735499,40.4671218
1232,Theft,4700 BLK OF CENTRE AVE,5,2023-08-20T21:49:00,BLOOMFIELD,804,-79.94909187,40.45343099
1233,Theft,7800 BLK OF KELLY ST,5,2023-08-20T21:21:00,HOMEWOOD SOUTH,1304,-79.88697629,40.4530538
1234,Theft,800 BLK OF PENNSYLVANIA AVE,1,2023-08-20T21:04:00,CALIFORNIA-KIRKBRIDE,2507,-80.01579434,40.45641523
1235,Theft from Vehicle,200 BLK OF S 16TH ST,3,2023-08-20T20:34:00,SOUTH SIDE FLATS,1702,-79.982749,40.426583
1236,Shooting (Non Fatal),WABASH ST & SHALER ST,6,2023-08-20T19:10:00,WEST END,5626,-80.0292307,40.43301911
1237,Theft from Vehicle,200 BLK OF JILLSON AVE,6,2023-08-20T18:30:00,BROOKLINE,1919,-80.02595529,40.39623273
1238,Theft,1800 BLK OF MORNINGSIDE AVE,5,2023-08-20T18:21:00,MORNINGSIDE,1014,-79.92682171,40.48649859
1239,Theft,600 BLK OF SMITHFIELD ST,2,2023-08-20T15:38:00,CENTRAL BUSINESS DISTRICT,201,-79.99794346,40.44197665
1240,Theft from Vehicle,200 BLK OF OPHELIA ST,4,2023-08-20T14:08:00,SOUTH OAKLAND,409,-79.96481212,40.43550323
1241,Theft from Vehicle,200 BLK OF OPHELIA ST,4,2023-08-20T14:08:00,SOUTH OAKLAND,409,-79.96481212,40.43550323
1242,Theft,6500 BLK OF FRANKSTOWN AVE,5,2023-08-20T12:31:00,LARIMER,1208,-79.9139499,40.46066608
1243,Theft from Vehicle,200 BLK OF GENERAL ROBINSON ST,1,2023-08-20T08:43:00,NORTH SHORE,2205,-80.00547,40.448373
1244,Theft,SMITHFIELD ST & 6TH AVE ,2,2023-08-20T06:25:00,CENTRAL BUSINESS DISTRICT,201,-79.997731,40.441456
1245,Burglary,5600 BLK OF BAUM BLVD,5,2023-08-20T03:59:00,FRIENDSHIP,807,-79.93518621,40.45773439
1246,Theft,5600 BLK OF BAUM BLVD,5,2023-08-20T03:59:00,FRIENDSHIP,807,-79.93518621,40.45773439
1247,Arson,CHESTNUT ST & E OHIO ST,1,2023-08-20T03:40:00,EAST ALLEGHENY,5632,-79.99446527,40.45485255
1248,Theft,2700 BLK OF E CARSON ST,3,2023-08-20T01:39:00,SOUTH SIDE FLATS,1609,-79.96718027,40.42731634
1249,Theft from Vehicle,4000 BLK OF BOULEVARD DR,4,2023-08-20T00:52:00,GREENFIELD,1517,-79.93704296,40.42631023
1250,Theft,2100 BLK OF RHINE ST,1,2023-08-19T21:57:00,SPRING HILL-CITY VIEW,2620,-79.99432146,40.4673827
1251,Theft,600 BLK OF SMITHFIELD ST,2,2023-08-19T21:46:00,CENTRAL BUSINESS DISTRICT,201,-79.99794346,40.44197665
1252,Theft,4600 BLK OF CENTRE AVE,4,2023-08-19T20:07:00,NORTH OAKLAND,5620,-79.95033347,40.45250707
1253,Theft,6200 BLK OF PENN AVE,5,2023-08-19T19:45:00,EAST LIBERTY,1115,-79.92191009,40.46085426
1254,Theft,1000 BLK OF LIBERTY AVE,2,2023-08-19T19:00:00,CENTRAL BUSINESS DISTRICT,201,-79.99596848,40.4437326
1255,Theft,1900 BLK OF E CARSON ST,3,2023-08-19T18:53:00,SOUTH SIDE FLATS,1702,-79.978355,40.428891
1256,Theft,2900 BLK OF SHERADEN BLVD,6,2023-08-19T18:37:00,SHERADEN,5625,-80.0537588,40.45412321
1257,Vehicle Theft,3700 BLK OF WIND GAP AVE,6,2023-08-19T17:21:00,WINDGAP,2807,-80.08034,40.456699
1258,Theft,5700 BLK OF BARTLETT ST,4,2023-08-19T16:07:00,SQUIRREL HILL SOUTH,1413,-79.92486584,40.43617605
